Nomor Registrasi,Nama Produk,Komposisi,Bentuk Sediaan,Kemasan,Pendaftar,Perusahaan,Negara_Asal,Tanggal Terbit,Masa Berlaku s/d,Status,Kategori_Obat,Golongan_Obat,Asal_Obat,Jumlah_Zat_Aktif,Durasi_Registrasi_Tahun,Sudah_Kedaluwarsa,Jumlah_Varian_Kemasan
DKL1835309449A1,GP D5,DEXTROSE MONOHYDRATE,"INFUS; 27,5 G",SOFTBAG @ 500 ML,GRACIA PHARMINDO - Indonesia,GRACIA PHARMINDO,Indonesia,2024-08-21,2029-08-21,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1840100804A1,SAMINOL,ALLOPURINOL,KAPLET,"DUS, 10 STRIP @ 10 KAPLET",HARBAT FARMA - Indonesia,HARBAT FARMA,Indonesia,2025-04-21,2029-12-03,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.6,False,1
DKL1840101117A1,MEDIARE,LOPERAMIDE HYDROCHLORIDE,TABLET SALUT SELAPUT,"DUS, 10 BLISTER @ 10 TABLET SALUT SELAPUT ;; DUS, 5 BLISTER @ 10 TABLET SALUT SELAPUT",HARBAT FARMA - Indonesia,HARBAT FARMA,Indonesia,2025-12-12,2030-12-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,2
DKL1840101229A1,PHI KANG YANG,BETAMETHASONE DIPROPIONATE | GENTAMICIN SULFATE,KRIM,"DUS, 1 POT @ 7 G",HARBAT FARMA - Indonesia,HARBAT FARMA,Indonesia,2025-05-31,2030-02-17,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,4.7,False,1
DKL1840401306B1,GLICOLOCK XR,METFORMIN HYDROCHLORIDE,KAPLET PELEPASAN LAMBAT,"DUS, 3 BLISTER @ 10 KAPLET PELEPASAN LAMBAT",PRIMA MEDIKA LABORATORIES - Indonesia,PRIMA MEDIKA LABORATORIES,Indonesia,2025-09-01,2030-02-24,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.5,False,1
DKL1840403010B1,MOXAM,MELOXICAM,TABLET,"DUS, 3 BLISTER @ 10 TABLET",PRIMA MEDIKA LABORATORIES - Indonesia,PRIMA MEDIKA LABORATORIES,Indonesia,2025-09-12,2027-06-02,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,1.7,False,1
DKL1840403601A1,LINCHOPAR,LINCOMYCIN HYDROCHLORIDE,KAPSUL,"DUS, 6 BLISTER @ 10 KAPSUL",PRIMA MEDIKA LABORATORIES - Indonesia,PRIMA MEDIKA LABORATORIES,Indonesia,2025-08-08,2027-08-31,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,2.1,False,1
DKL1840403944A1,ARCOLASE,KOMBINASI-ESOMEPRAZOLE SODIUM STERILE LYOPHILIZED,SERBUK INJEKSI LIOFILISASI; 125 MG,"DUS, 1 VIAL @ 40 MG",PRIMA MEDIKA LABORATORIES - Indonesia,PRIMA MEDIKA LABORATORIES,Indonesia,2024-09-01,2029-04-24,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.6,False,1
DKL1840404149A1,PANOREX,PARACETAMOL,INFUS,"DUS, 1 VIAL @ 100 ML",PRIMA MEDIKA LABORATORIES - Indonesia,PRIMA MEDIKA LABORATORIES,Indonesia,2024-12-18,2029-12-18,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1840503510A1,LONACORT,TRIAMCINOLONE,TABLET; 4 MG,"DUS, 5 STRIP @ 10 TABLET",BETA PHARMACON - Indonesia,BETA PHARMACON,Indonesia,2019-09-23,2024-09-23,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1840801410C1,GLIMEFION,GLIMEPIRIDE,TABLET,"DUS, 3 BLISTER @ 10 TABLET",INFION - Indonesia,INFION,Indonesia,2025-03-04,2027-06-02,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,2.2,False,1
DKL1840811117A1,ROSFION,ROSUVASTATIN CALCIUM,TABLET SALUT SELAPUT,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",INFION - Indonesia,INFION,Indonesia,2024-12-30,2029-12-09,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,1
DKL1840811510A1,MELFION,MELOXICAM,TABLET,"DUS, 3 BLISTER @ 10 TABLET",INFION - Indonesia,INFION,Indonesia,2025-09-27,2030-09-27,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1840811843A1,BI-12,MECOBALAMIN,INJEKSI; 500 MCG,"DUS, 5 AMPUL @ 1 ML",INFION - Indonesia,INFION,Indonesia,2024-03-28,2029-03-28,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1841002017A1,IMORFOZ,ONDANSETRON HYDROCHLORIDE,"TABLET SALUT SELAPUT; 4,64 MG","DUS, 2 STRIP @ 6 TABLET SALUT SELAPUT",IMMORTAL PHARMACEUTICAL LABORATORIES - Indonesia,IMMORTAL PHARMACEUTICAL LABORATORIES,Indonesia,2020-02-01,2025-02-01,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1841501144A1,FONTREXED,PEMETREXED DISODIUM HEMIPENTAHYDRATE,SERBUK INJEKSI LIOFILISASI; 606.90 MG,"DUS, 1 VIAL @ 500 MG",FONKO INTERNATIONAL PHARMACEUTICALS - Indonesia,FONKO INTERNATIONAL PHARMACEUTICALS,Indonesia,2023-09-20,2028-09-20,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1841601129A1,UFISCAB,PERMETHRIN,KRIM,"DUS, 1 TUBE @ 30 G",UNITED FARMATIC INDONESIA - Indonesia,UNITED FARMATIC INDONESIA,Indonesia,2025-09-25,2030-08-11,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,1
DKL1841601228A1,CLANICIN TR,CLINDAMYCIN PHOSPHATE | TRETINOIN,GEL,"DUS, 1 POT @ 10 GRAM",UNITED FARMATIC INDONESIA - Indonesia,UNITED FARMATIC INDONESIA,Indonesia,2025-03-08,2030-03-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1
DKL1841601228A2,CLANICIN TR,CLINDAMYCIN PHOSPHATE | TRETINOIN,GEL,"DUS, 1 BOTOL PLASTIK @ 15 GRAM",UNITED FARMATIC INDONESIA - Indonesia,UNITED FARMATIC INDONESIA,Indonesia,2025-03-08,2030-03-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1
DKL1842200229A1,KRIM PI KANG SHUANG,MICONAZOLE NITRATE. NEOMYCIN SULFATE. TRIAMCINOLONE ACETONIDE ACETATE,"KRIM; 10 MG /4,6 MG /1 MG","DUS, TUBE @ 5 G",SANO GRATIA FARMA - Indonesia,SANO GRATIA FARMA,Indonesia,2024-04-05,2029-04-05,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1843000110A1,GORON,CINNARIZINE,TABLET; 25 MG,"DUS, 10 STRIP @ 10 TABLET",NULAB PHARMACEUTICAL INDONESIA - Indonesia,NULAB PHARMACEUTICAL INDONESIA,Indonesia,2024-04-06,2028-06-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.2,False,1
DKL1843000410A1,RAFACORT,TRIAMCINOLONE,TABLET; 4 MG,"DUS, 5 STRIP @ 10 TABLET",NULAB PHARMACEUTICAL INDONESIA - Indonesia,NULAB PHARMACEUTICAL INDONESIA,Indonesia,2023-10-21,2028-06-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.7,False,1
DKL1843000517A1,REBA - 100,REBAMIPIDE,TABLET SALUT SELAPUT; 100 MG,"DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT",NULAB PHARMACEUTICAL INDONESIA - Indonesia,NULAB PHARMACEUTICAL INDONESIA,Indonesia,2023-05-10,2028-05-10,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1843001709A1,TRACEDOL,TRAMADOL HYDROCHLORIDE. PARACETAMOL,KAPLET SALUT SELAPUT; 37.5 MG /325 MG,"DUS, 2 STRIP @ 10 KAPLET SALUT SELAPUT",NULAB PHARMACEUTICAL INDONESIA - Indonesia,NULAB PHARMACEUTICAL INDONESIA,Indonesia,2023-09-15,2028-09-15,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1900916210A1,FLEGMA,AMBROXOL HYDROCHLORIDE,TABLET,"DUS, 10 STRIP @ 10 TABLET",BUFA ANEKA - Indonesia,BUFA ANEKA,Indonesia,2025-01-06,2029-05-03,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.3,False,1
DKL1900916337A1,FLEGMA,AMBROXOL HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL @ 60 ML",BUFA ANEKA - Indonesia,BUFA ANEKA,Indonesia,2025-05-07,2030-03-31,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,1
DKL1901709438A1,BETAMOX,AMOXICILLIN TRIHYDRATE,"SIRUP KERING; 143,75 MG","DUS, 1 BOTOL PLASTIK @ 60 ML",AFIFARMA - Indonesia,AFIFARMA,Indonesia,2020-06-18,2025-06-18,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1902357117B1,ROSUPID,,TABLET SALUT SELAPUT,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2021-08-27,2026-08-27,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,1
DKL1902358317A1,BERZIN,CETIRIZINE HYDROCHLORIDE,TABLET SALUT SELAPUT; 10 MG,"DUS, 10 BLISTER @ 10 TABLET SALUT SELAPUT",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2020-01-13,2025-01-13,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1902358510A1,METROX,METRONIDAZOLE,TABLET,"DUS, 10 STRIP @ 10 TABLET",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2025-01-16,2030-01-16,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1902359204A1,BENOSTAMIN,DEXAMETHASONE | DEXCHLORPHENIRAMINE MALEATE,KAPLET,"DUS, 10 STRIP @ 10 KAPLET",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2025-03-08,2030-03-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1
DKL1902359343A1,GRANITROX,GRANISETRON HYDROCHLORIDE,"INJEKSI; 1,12 MG","DUS, 5 AMPUL @ 1 ML ;; DUS, 5 AMPUL @ 3 ML",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2021-09-01,2026-09-01,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,2
DKL1902359537A1,KLIRAN,ONDANSETRON HYDROCHLORIDE DIHYDRATE,SIRUP,"DUS, 1 BOTOL @ 60 ML",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2025-06-12,2030-05-01,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,1
DKL1902359616A1,VIATRIN,METHYLERGOMETRINE MALEATE,TABLET SALUT GULA,"DUS, 3 STRIP @ 10 TABLET SALUT GULA",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2025-11-21,2030-11-21,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1902360268A1,ACYSTEIN,,CAIRAN INHALASI,"DUS, 5 AMPUL @ 3 ML",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2024-07-19,2028-06-14,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,3.9,False,1
DKL1902360543A1,FOR-C,ASCORBIC ACID,INJEKSI,"DUS, 5 AMPUL @ 5 ML",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2025-11-21,2030-10-04,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.9,False,1
DKL1902360843A1,HYOSCINOX,HYOSCINE BUTYLBROMIDE,INJEKSI; 20 MG,"DUS, 5 AMPUL @ 1 ML",BERNOFARM - Indonesia,BERNOFARM,Indonesia,2021-12-31,2026-12-31,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1903816646A1,PATACEN,OLOPATADINE HYDROCHLORIDE,TETES MATA,"CATCH COVER, 5 BOTOL PLASTIK @ 0,6 ML ;; POT, 1 BOTOL PLASTIK @ 5 ML ;; AMPLOP, 5 BOTOL LAMEPLAST @ 0,6 ML",CENDO - Indonesia,CENDO,Indonesia,2025-01-22,2029-10-17,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.7,False,3
DKL1904006610A1,DOREDOM,DOMPERIDONE MALEATE,TABLET; 10 MG,"DUS, 10 STRIP @ 10 TABLET",CIUBROS FARMA - Indonesia,CIUBROS FARMA,Indonesia,2020-05-08,2025-05-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1904006710A1,HATZING,CETIRIZINE HYDROCHLORIDE,TABLET; 10 MG,"DUS, 10 STRIP @ 10 TABLET",CIUBROS FARMA - Indonesia,CIUBROS FARMA,Indonesia,2020-09-27,2025-09-27,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1904430481A1,KALSIROX,DEFERASIROX,TABLET DISPERSIBLE,"DUS, 3 BLISTER @ 10 TABLET DISPERSIBLE",DANKOS FARMA - Indonesia,DANKOS FARMA,Indonesia,2024-05-11,2029-05-11,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,1
DKL1904430481B1,KALSIROX,DEFERASIROX,TABLET DISPERSIBLE,"DUS, 4 BLISTER @ 7 TABLET DISPERSIBLE",DANKOS FARMA - Indonesia,DANKOS FARMA,Indonesia,2024-05-11,2029-05-11,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,1
DKL1904528049A1,MOXIVAR,MOXIFLOXACIN HYDROCHLORIDE,INFUS,"DUS, 1 BOTOL @ 250 ML",DARYA-VARIA LABORATORIA TBK - Indonesia,DARYA-VARIA LABORATORIA TBK,Indonesia,2025-03-08,2030-03-08,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1904528217A1,LIFEZAR,LOSARTAN POTASSIUM,TABLET SALUT SELAPUT; 50 MG,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",DARYA-VARIA LABORATORIA TBK - Indonesia,DARYA-VARIA LABORATORIA TBK,Indonesia,2019-07-28,2024-07-28,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1904528217B1,LIFEZAR,LOSARTAN POTASSIUM,TABLET SALUT SELAPUT; 100 MG,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",DARYA-VARIA LABORATORIA TBK - Indonesia,DARYA-VARIA LABORATORIA TBK,Indonesia,2019-07-29,2024-07-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1904528917A1,ONDAVAR,ONDANSETRON HYDROCHLORIDE DIHYDRATE,TABLET SALUT SELAPUT,"DUS, 1 BLISTER @ 10 TABLET SALUT SELAPUT",DARYA-VARIA LABORATORIA TBK - Indonesia,DARYA-VARIA LABORATORIA TBK,Indonesia,2025-12-11,2030-12-11,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1904529215A1,THROMBO ASPILETS,ACETYLSALICYLIC ACID,TABLET SALUT ENTERIK; 80 MG,"DUS, 5 BLISTER @ 30 TABLET SALUT ENTERIK",DARYA-VARIA LABORATORIA TBK - Indonesia,DARYA-VARIA LABORATORIA TBK,Indonesia,2023-07-07,2024-06-02,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,0.9,True,1
DKL1905055017C1,STATOR,ATORVASTATIN CALCIUM TRIHYDRATE,TABLET SALUT SELAPUT,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2024-09-04,2029-08-13,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,4.9,False,1
DKL1905062017A1,FORESPI,ROFLUMILAST,TABLET SALUT SELAPUT; 500 MCG,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",DEXA MEDICA - Indonesia,DEXA MEDICA,Indonesia,2020-04-01,2025-04-01,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1905518717A1,TINTAROS,ROSUVASTATIN CALCIUM,TABLET SALUT SELAPUT,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",ACTAVIS INDONESIA - Indonesia,ACTAVIS INDONESIA,Indonesia,2025-06-05,2030-01-20,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.6,False,1
DKL1905518717B1,TINTAROS,ROSUVASTATIN CALCIUM,TABLET SALUT SELAPUT,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",ACTAVIS INDONESIA - Indonesia,ACTAVIS INDONESIA,Indonesia,2025-06-05,2030-01-20,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,4.6,False,1
DKL1906103117A1,URITOS,IMIDAFENACIN,"TABLET SALUT SELAPUT; 0,1 MG","DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT ;; DRUM @ 30.000 TABLET SALUT SELAPUT (BULK)",EISAI INDONESIA - Indonesia,EISAI INDONESIA,Indonesia,2023-12-03,2028-12-03,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,2
DKL1906318915A1,LAFEN,,TABLET SALUT ENTERIK,"DUS, 10 STRIP @ 10 TABLET SALUT ENTERIK",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2019-10-12,2024-10-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,True,1
DKL1906319001A1,FLUIMUCIL,ACETYL CYSTEINE,KAPSUL; 200 MG,"DUS, 6 STRIP @ 10 KAPSUL",ERELA - Indonesia,ERELA,Indonesia,2019-05-27,2024-05-27,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1906319229A1,CORDEMA-N,FLUOCINOLONE ACETONIDE. NEOMYCIN SULFATE,"KRIM; 0,25 MG /1 MG","DUS, 1 TUBE @ 5 GRAM",ERLANGGA EDI LABORATORIES (ERELA) - Indonesia,ERLANGGA EDI LABORATORIES (ERELA),Indonesia,2024-08-09,2029-08-09,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1906419933A1,ERPEPSA,SUCRALFATE,SUSPENSI; 500 MG,"DUS, 1 BOTOL @ 100 ML",ERLIMPEX - Indonesia,ERLIMPEX,Indonesia,2020-02-19,2025-02-19,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1906508917B1,ZOCHOL 10,SIMVASTATIN,TABLET SALUT SELAPUT; 10 MG,"DUS, 3 STRIP @ 10 TABLET SALUT SELAPUT",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2019-10-30,2024-10-30,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1906508917C1,ZOCHOL 20,SIMVASTATIN,TABLET SALUT SELAPUT; 20 MG,"DUS, 3 STRIP@ 10 TABLET SALUT SELAPUT",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2021-05-26,2026-05-26,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1906510436A1,ETABROXOL,AMBROXOL HYDROCHLORIDE,DROPS,"DUS, 1 BOTOL @ 20 ML",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2026-02-02,2031-02-02,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1906510501A1,FLAXICAM,PIROXICAM,KAPSUL; 20 MG,"DUS, 10 STRIP @ 10 KAPSUL",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2022-07-15,2025-04-20,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,2.8,True,1
DKL1906510737A1,RELIVO,CARBOCISTEINE | PROMETHAZINE HYDROCHLORIDE,SIRUP,"DUS, 1 BOTOL @ 60 ML",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2025-11-10,2030-11-10,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,5.0,False,1
DKL1906511237A1,TAGASAL EXPECTORANT,GUAIFENESIN. SALBUTAMOL SULFATE,SIRUP; 50 MG /1.26 MG,"DUS, 1 BOTOL @ 60 ML",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2021-08-18,2026-08-18,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1906511333A1,ETAZOL,,SUSPENSI,"DUS, 1 BOTOL @ 60 ML",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2020-11-12,2025-11-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,True,1
DKL1906511429A1,FARMASON,BETAMETHASONE DIPROPIONATE,KRIM; 0.64 MG,"DUS, 1 TUBE @ 10 GRAM",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2021-08-18,2026-08-18,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1906511610A1,TAGASAL,SALBUTAMOL SULFATE,TABLET; 2.418 MG,"DUS, 10 STRIP @ 10 TABLET",ERRITA PHARMA - Indonesia,ERRITA PHARMA,Indonesia,2021-06-14,2026-06-14,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1906609417A1,ARCOXIA,ETORICOXIB,TABLET SALUT SELAPUT,"DRUM, MAKSIMUM @ 30 KG ;; DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2024-06-06,2029-06-06,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,2
DKL1906609417B1,ARCOXIA,ETORICOXIB,TABLET SALUT SELAPUT,"DRUM, MAKSIMUM @ 30 KG ;; DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2024-06-06,2029-06-06,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,2
DKL1906609417C1,ARCOXIA,ETORICOXIB,TABLET SALUT SELAPUT,"DUS, 3 BLISTER @ 10 TABLET SALUT SELAPUT ;; DRUM, MAKSIMUM @ 30 KG",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2024-06-06,2029-06-06,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,2
DKL1906609510A1,VYTORIN,EZETIMIBE | SIMVASTATIN,TABLET,"DUS, 3 BLISTER @ 10 TABLET ;; DRUM, MAKSIMUM @ 46 KG",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2026-02-07,2029-07-10,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,3.4,False,2
DKL1906609510B1,VYTORIN,EZETIMIBE | SIMVASTATIN,TABLET,"DUS, 3 BLISTER @ 10 TABLET ;; DRUM, MAKSIMUM @ 46 KG",ORGANON PHARMA INDONESIA TBK - Indonesia,ORGANON PHARMA INDONESIA TBK,Indonesia,2026-02-07,2029-07-10,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,2,3.4,False,2
DKL1906719243A1,NALOD,NALOXONE HYDROCHLORIDE DIHYDRATE,INJEKSI; 0.44 MG,"DUS, 5 AMPUL @ 2 ML",ETHICA INDUSTRI FARMASI (SITE JABABEKA) - Indonesia,ETHICA INDUSTRI FARMASI (SITE JABABEKA),Indonesia,2022-12-26,2024-05-07,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,1.4,True,1
DKL1906719333A1,MUCOGARD,,SUSPENSI,"DUS, 1 BOTOL @ 100 ML",ETHICA INDUSTRI FARMASI (SITE JABABEKA) - Indonesia,ETHICA INDUSTRI FARMASI (SITE JABABEKA),Indonesia,2019-07-20,2024-07-20,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,True,1
DKL1906719443A1,CALSEMI,CALCIUM GLUCONATE MONOHYDRATE,INJEKSI; 98.97 mg,"DUS, 10 AMPUL @ 10 ML",ETHICA INDUSTRI FARMASI (SITE JABABEKA) - Indonesia,ETHICA INDUSTRI FARMASI (SITE JABABEKA),Indonesia,2024-09-12,2029-08-29,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,False,1
DKL1906719843A1,PALOMIT,PALONOSETRON HYDROCHLORIDE,INJEKSI; 0.056 MG,"DUS,1 VIAL @ 5 ML ;; DUS, 1 VIAL @ 5 ML",ETHICA INDUSTRI FARMASI (SITE JABABEKA) - Indonesia,ETHICA INDUSTRI FARMASI (SITE JABABEKA),Indonesia,2023-01-20,2024-12-22,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,1.9,True,2
DKL1907923604A1,EZETATIN,SIMVASTATIN. EZETIMIBE,KAPLET; 20 mg /10 MG,"DUS,3 BLISTER @ 10 KAPLET",HARSEN LABORATORIES - Indonesia,HARSEN LABORATORIES,Indonesia,2019-11-17,2024-11-17,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
DKL1908026138A1,COLTIN,ERDOSTEINE,SIRUP KERING,"DUS, 1 BOTOL @ 60 ML",GUARDIAN PHARMATAMA - Indonesia,GUARDIAN PHARMATAMA,Indonesia,2024-09-12,2029-09-12,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,0,5.0,False,1
DKL1908026243A1,GUPRIN,NOREPINEPHRINE BITARTRATE MONOHYDRATE,INJEKSI; 2.00 MG,"DUS, 5 AMPUL @ 4 ML",GUARDIAN PHARMATAMA - Indonesia,GUARDIAN PHARMATAMA,Indonesia,2020-06-22,2025-06-22,Berlaku,Obat Keras - Lokal,Obat Keras,Lokal/Lainnya,1,5.0,True,1
